TransactionID,Amount
TX003727,48795.78
TX003921,48783.64
TX000676,48765.46
TX005349,48749.99
TX000653,48747.11
TX004280,48745.14
TX006397,48740.21
TX001415,48735.99
TX000228,48726.07
TX006455,48724.11
TX006189,48705.56
TX000422,48705.22
TX006534,48704.90
TX008437,48701.53
TX005690,48699.23
TX004367,48689.96
TX007646,48685.28
TX004839,48681.12
TX009219,48675.02
TX008788,48673.56
TX001029,48669.54
TX005075,48669.30
TX000788,48669.29
TX009952,48667.76
TX000079,48667.03
TX009933,48666.52
TX004006,48657.38
TX002246,48653.48
TX003134,48649.60
TX007345,48647.43
TX004313,48643.34
TX000930,48643.17
TX009775,48637.67
TX000800,48620.58
TX007437,48620.27
TX005859,48617.07
TX008863,48596.68
TX006018,48590.32
TX004375,48587.80
TX000088,48577.64
TX007245,48565.88
TX000462,48565.27
TX001074,48559.79
TX001003,48552.87
TX001381,48552.37
TX006826,48552.11
TX000765,48547.50
TX004191,48543.08
TX003569,48541.82
TX001549,48539.70
TX006174,48538.07
TX006047,48533.92
TX007939,48533.65
TX000001,48526.59
TX001947,48520.20
TX008527,48518.67
TX005490,48515.67
TX008447,48508.22
TX005712,48503.18
TX007328,48491.99
TX005080,48490.05
TX007093,48480.57
TX000535,48470.20
TX007170,48459.44
TX006015,48459.05
TX008322,48458.33
TX004181,48441.41
TX002636,48421.38
TX004860,48420.70
TX007412,48420.16
TX002531,48413.14
TX005929,48401.33
TX007320,48400.93
TX008719,48396.27
TX004389,48393.16
TX004089,48389.72
TX003936,48389.19
TX006286,48388.35
TX009662,48380.10
TX000937,48372.63
TX007699,48371.87
TX007969,48367.41
TX006634,48349.43
TX000567,48347.27
TX003236,48341.31
TX002824,48325.82
TX007925,48322.86
TX005309,48312.78
TX002521,48310.13
TX000467,48306.65
TX008874,48279.70
TX007169,48274.64
TX007529,48273.97
TX001159,48273.20
TX004524,48259.49
TX009088,48258.28
TX000994,48246.53
TX005482,48238.62
TX007037,48232.22
TX002403,48230.28
TX000147,48228.98
TX007667,48194.18
TX003498,48178.09
TX001643,48160.66
TX008439,48158.64
TX007355,48148.61
TX002748,48137.21
TX000137,48136.76
TX009897,48134.17
TX007926,48126.54
TX002306,48116.25
TX004707,48112.53
TX008313,48111.75
TX007635,48101.75
TX008555,48088.94
TX003873,48081.45
TX007458,48079.13
TX006060,48069.38
TX004121,48064.27
TX002075,48054.82
TX008709,48053.76
TX005701,48049.33
TX001462,48048.22
TX008857,48032.77
TX004550,48011.21
TX004182,47978.29
TX006398,47978.07
TX006296,47971.61
TX007085,47960.91
TX009537,47954.22
TX004841,47951.21
TX005173,47943.93
TX001291,47936.50
TX002416,47921.35
TX009798,47907.60
TX006042,47900.45
TX005261,47890.08
TX008431,47887.24
TX003839,47887.00
TX004809,47882.96
TX005721,47881.07
TX002821,47879.04
TX007853,47876.49
TX002196,47864.63
TX000864,47859.84
TX003679,47859.40
TX007127,47857.29
TX007860,47854.04
TX000044,47850.93
TX001314,47832.38
TX009057,47829.70
TX005966,47827.10
TX001313,47826.19
TX001840,47824.64
TX009292,47821.16
TX006146,47817.79
TX001967,47807.01
TX008754,47804.53
TX008718,47803.01
TX003306,47799.72
TX007268,47790.89
TX009486,47789.19
TX003680,47785.57
TX005150,47780.96
TX004736,47763.37
TX007193,47761.61
TX009636,47755.29
TX004366,47752.15
TX007318,47731.40
TX005834,47727.70
TX009072,47720.61
TX006477,47711.25
TX008332,47703.49
TX003883,47702.54
TX009149,47697.68
TX000280,47688.11
TX003317,47671.82
TX005688,47671.52
TX001084,47655.03
TX009203,47648.90
TX009313,47647.47
TX001229,47625.03
TX000914,47618.08
TX006046,47614.93
TX009285,47610.11
TX002268,47609.57
TX007974,47599.18
TX002554,47597.59
TX004714,47595.06
TX009200,47591.35
TX008114,47581.07
TX007865,47574.52
TX000536,47572.52
TX003001,47565.93
TX007291,47563.20
TX009881,47562.62
TX007030,47558.00
TX001500,47538.84
TX000875,47532.07
TX008895,47530.16
TX005564,47529.12
TX004888,47520.50
TX001663,47517.78
TX009973,47514.01
TX002047,47510.51
TX005387,47502.72
TX009112,47500.29
TX007334,47492.72
TX003386,47492.18
TX008196,47484.24
TX009965,47482.26
TX002402,47477.87
TX002090,47475.44
TX001623,47474.42
TX005040,47458.85
TX003204,47458.13
TX009648,47435.19
TX007247,47430.99
TX006441,47411.33
TX000043,47408.80
TX009566,47408.28
TX007809,47401.45
TX005434,47395.46
TX009143,47389.72
TX003293,47389.56
TX009684,47386.99
TX007071,47379.24
TX008600,47378.27
TX009534,47367.21
TX009937,47362.82
TX005673,47362.33
TX006878,47355.18
TX006172,47350.03
TX008626,47344.79
TX000313,47342.24
TX007904,47321.86
TX009832,47298.53
TX002036,47297.41
TX008088,47292.66
TX004548,47290.70
TX005978,47287.94
TX004325,47287.18
TX008520,47286.71
TX001157,47284.16
TX008465,47279.67
TX000126,47272.42
TX006503,47258.58
TX009401,47250.71
TX000894,47248.81
TX002986,47236.68
TX005396,47223.79
TX009337,47215.84
TX001989,47208.69
TX009811,47207.30
TX002923,47198.90
TX003462,47194.02
TX007715,47186.91
TX009353,47184.73
TX003150,47182.12
TX001974,47179.08
TX006828,47167.09
TX005738,47166.46
TX003524,47160.97
TX001531,47154.78
TX000277,47153.34
TX007374,47152.87
TX003684,47147.59
TX005014,47143.93
TX008671,47139.25
TX001693,47117.05
TX007739,47106.25
TX001995,47102.02
TX001359,47085.61
TX004143,47080.61
TX000827,47080.44
TX009163,47077.64
TX000731,47070.15
TX002926,47047.54
TX005943,47042.38
TX007828,47036.56
TX002628,47033.67
TX008848,47032.38
TX009847,47029.84
TX002228,47019.14
TX000373,47017.37
TX001379,47016.97
TX007219,47007.81
TX003860,47007.79
TX004770,47004.63
TX001564,47004.59
TX003300,47003.25
TX001770,46999.99
TX004843,46996.67
TX003972,46993.66
TX000241,46991.06
TX003295,46988.02
TX000218,46977.38
TX006722,46976.45
TX001692,46972.41
TX007982,46962.85
TX006190,46961.99
TX004828,46955.23
TX005991,46950.94
TX005432,46945.09
TX002699,46943.66
TX006035,46939.74
TX009349,46932.27
TX007002,46930.31
TX007683,46924.54
TX007477,46910.19
TX007753,46909.84
TX008186,46904.93
TX008921,46897.20
TX002726,46882.19
TX007074,46878.54
TX004344,46876.95
TX007243,46866.53
TX000852,46865.76
TX005670,46860.93
TX002552,46854.43
TX008766,46851.13
TX005479,46839.95
TX005027,46838.72
TX002953,46832.67
TX001598,46831.56
TX005355,46825.51
TX004760,46823.51
TX004256,46821.58
TX000456,46810.53
TX004302,46809.40
TX009045,46802.21
TX001039,46793.93
TX009689,46790.86
TX002149,46784.07
TX003697,46780.63
TX007973,46773.55
TX009777,46767.95
TX009626,46766.81
TX000539,46761.35
TX000650,46757.40
TX004593,46753.03
TX005837,46735.35
TX000656,46730.42
TX004708,46726.00
TX009878,46723.74
TX009794,46722.51
TX002378,46721.18
TX009110,46716.75
TX001910,46714.72
TX008930,46710.16
TX002996,46705.05
TX005229,46701.84
TX001877,46694.09
TX005333,46679.02
TX008220,46666.13
TX004255,46664.86
TX007900,46660.78
TX000842,46652.40
TX004087,46651.85
TX000406,46648.80
TX005954,46641.87
TX006087,46636.33
TX004791,46632.05
TX007351,46628.41
TX003838,46628.36
TX005420,46616.30
TX000733,46616.18
TX009613,46613.87
TX005974,46608.48
TX004822,46601.05
TX006069,46597.68
TX004983,46595.86
TX003975,46594.33
TX009215,46589.21
TX000611,46587.28
TX002184,46568.64
TX009065,46565.78
TX009276,46565.28
TX001761,46564.05
TX000376,46563.43
TX009267,46561.62
TX001121,46560.70
TX007747,46551.61
TX006705,46551.04
TX009741,46547.72
TX006964,46545.69
TX005331,46543.01
TX007960,46541.17
TX008226,46541.08
TX006199,46537.40
TX006318,46530.33
TX003410,46522.53
TX006512,46521.34
TX004369,46520.70
TX005909,46518.27
TX004943,46517.40
TX006298,46511.99
TX003579,46499.12
TX004115,46491.36
TX004091,46474.16
TX007332,46474.11
TX008007,46455.90
TX001228,46454.75
TX002895,46454.46
TX002395,46453.65
TX000616,46453.24
TX005931,46451.19
TX001978,46450.78
TX001056,46435.69
TX007001,46427.82
TX006920,46426.26
TX005250,46423.65
TX001842,46420.11
TX002262,46417.18
TX007645,46414.49
TX003438,46414.40
TX001307,46405.37
TX000400,46398.25
TX008029,46397.88
TX001438,46394.75
TX008935,46393.20
TX008694,46382.32
TX002950,46370.00
TX002985,46364.41
TX006832,46358.41
TX007262,46353.67
TX007666,46352.18
TX006848,46343.24
TX008996,46342.34
TX004175,46330.26
TX009598,46328.25
TX003015,46317.67
TX007658,46315.48
TX005642,46311.82
TX008977,46310.66
TX004957,46306.08
TX007419,46299.25
TX006460,46298.84
TX009259,46297.18
TX002243,46296.62
TX004334,46285.46
TX005227,46284.49
TX009515,46282.97
TX002692,46282.43
TX001580,46280.04
TX001485,46273.07
TX003866,46257.88
TX001395,46250.17
TX008381,46248.92
TX003312,46246.05
TX000629,46241.38
TX009654,46239.90
TX004295,46237.25
TX002157,46225.63
TX002582,46222.58
TX002790,46218.77
TX003123,46216.98
TX001942,46216.08
TX005518,46214.77
TX005189,46212.12
TX003265,46212.11
TX001169,46207.68
TX007376,46195.55
TX007623,46194.69
TX007032,46193.28
TX000674,46184.45
TX002849,46184.40
TX008811,46174.75
TX003621,46173.20
TX000294,46165.96
TX000142,46163.45
TX009443,46159.75
TX007994,46153.88
TX008136,46140.64
TX006066,46140.36
TX003512,46139.65
TX002020,46137.38
TX009043,46132.16
TX002135,46122.02
TX007601,46119.95
TX001607,46111.31
TX008500,46108.64
TX007824,46105.22
TX000543,46104.90
TX007426,46103.84
TX000032,46099.07
TX002452,46084.43
TX005718,46083.48
TX005958,46082.99
TX008362,46061.91
TX008344,46051.57
TX000124,46051.01
TX002538,46050.99
TX009324,46049.88
TX007763,46048.58
TX002764,46047.26
TX002104,46044.95
TX007242,46042.92
TX008085,46040.61
TX006031,46030.22
TX004688,46029.26
TX005993,46025.43
TX005190,46024.21
TX000893,46017.15
TX006888,46016.88
TX008118,46009.88
TX000849,46009.04
TX005752,46007.67
TX003037,45998.21
TX005372,45997.97
TX004075,45996.38
TX006659,45994.91
TX005305,45992.84
TX008604,45985.86
TX009153,45979.74
TX009595,45978.21
TX005289,45963.88
TX001006,45956.64
TX003761,45950.25
TX006283,45939.24
TX006486,45934.52
TX004232,45916.26
TX003280,45913.63
TX009423,45913.08
TX009081,45903.71
TX006340,45901.87
TX009480,45900.80
TX007462,45898.99
TX008053,45896.73
TX004480,45886.37
TX009377,45885.72
TX007116,45885.12
TX003834,45883.04
TX004086,45882.77
TX007010,45878.38
TX007163,45871.32
TX005417,45869.15
TX005220,45865.98
TX004827,45858.78
TX000357,45851.07
TX007203,45848.60
TX002486,45847.94
TX006838,45847.17
TX004449,45843.93
TX006645,45842.88
TX000710,45835.53
TX006755,45833.94
TX000298,45832.36
TX002780,45831.60
TX007642,45829.99
TX007922,45828.38
TX003493,45798.56
TX003222,45796.33
TX005798,45793.02
TX006539,45790.91
TX000935,45788.94
TX009699,45776.23
TX003685,45772.75
TX001792,45769.28
TX000107,45758.18
TX000041,45753.29
TX000292,45752.86
TX002458,45752.17
TX002736,45748.08
TX002012,45744.51
TX009117,45741.60
TX006836,45740.85
TX009138,45739.32
TX005294,45739.01
TX004066,45737.68
TX008430,45736.86
TX001347,45729.84
TX009022,45729.75
TX003055,45726.39
TX005043,45723.52
TX002905,45721.12
TX000310,45720.27
TX000792,45692.84
TX002283,45685.92
TX008717,45681.49
TX007817,45678.83
TX009049,45671.66
TX009842,45663.88
TX000245,45657.34
TX003067,45653.28
TX004443,45649.84
TX003413,45644.86
TX008742,45641.89
TX004689,45639.85
TX002841,45638.57
TX001262,45636.07
TX001618,45628.67
TX001797,45624.42
TX005041,45618.29
TX008612,45613.70
TX002145,45597.66
TX003935,45587.59
TX006274,45579.69
TX004406,45572.66
TX008737,45569.89
TX007310,45559.35
TX003088,45557.52
TX002891,45551.43
TX007480,45551.36
TX007672,45548.16
TX004794,45547.78
TX007492,45542.37
TX007553,45541.36
TX007234,45535.52
TX000823,45524.74
TX007325,45521.92
TX008554,45521.82
TX006281,45514.20
TX002737,45503.71
TX002523,45493.71
TX008289,45493.55
TX004018,45491.28
TX008371,45491.16
TX003952,45488.64
TX007110,45486.73
TX004210,45486.58
TX002353,45479.64
TX007352,45478.96
TX005264,45475.30
TX005586,45458.04
TX008593,45454.05
TX001858,45453.43
TX002005,45446.88
TX000354,45438.26
TX003109,45437.31
TX007572,45435.19
TX008503,45428.84
TX007239,45424.35
TX009389,45422.19
TX001117,45421.40
TX004793,45414.58
TX005162,45408.59
TX007975,45407.93
TX000071,45407.88
TX006561,45400.54
TX003229,45398.47
TX001988,45397.78
TX009450,45392.27
TX003885,45372.41
TX007995,45352.84
TX002485,45350.94
TX004976,45325.06
TX003205,45320.80
TX009481,45306.62
TX006179,45305.61
TX003780,45304.40
TX006547,45303.32
TX005486,45302.27
TX002419,45300.76
TX002312,45289.75
TX002310,45288.18
TX005577,45286.97
TX003677,45283.74
TX007760,45279.90
TX003877,45275.51
TX003230,45274.77
TX006194,45270.78
TX003589,45267.17
TX005427,45259.36
TX001225,45257.47
TX000544,45250.22
TX006593,45241.72
TX000476,45237.01
TX007306,45236.54
TX000944,45235.25
TX000837,45233.85
TX004749,45226.66
TX009781,45226.64
TX003260,45225.68
TX008753,45221.39
TX007445,45220.99
TX009316,45200.74
TX008964,45199.84
TX007511,45198.22
TX004922,45195.60
TX005281,45184.47
TX000934,45180.61
TX004621,45171.94
TX004303,45169.56
TX003206,45165.09
TX004224,45163.96
TX006904,45157.61
TX000052,45154.40
TX005881,45153.42
TX001727,45150.15
TX007367,45149.23
TX000558,45147.84
TX000380,45145.54
TX004910,45131.90
TX007858,45117.35
TX004561,45115.81
TX004491,45109.95
TX008513,45103.53
TX006440,45099.27
TX005631,45088.52
TX009616,45085.21
TX005204,45080.48
TX003879,45076.87
TX005595,45070.31
TX008445,45063.44
TX006453,45052.24
TX002927,45049.63
TX008131,45047.88
TX009966,45041.69
TX008686,45040.71
TX003409,45035.74
TX004927,45033.54
TX006082,45025.26
TX000092,45011.62
TX009257,45008.61
TX002812,44997.88
TX000807,44992.82
TX002389,44992.59
TX001767,44985.52
TX002424,44983.81
TX007907,44982.99
TX006965,44981.71
TX006587,44979.60
TX007943,44974.18
TX003964,44970.12
TX005775,44968.23
TX003171,44952.77
TX004961,44949.35
TX005077,44945.75
TX008301,44939.99
TX006526,44937.99
TX002901,44932.78
TX003014,44929.85
TX000741,44925.50
TX000784,44923.04
TX000927,44917.75
TX005304,44915.50
TX005926,44913.80
TX009440,44907.83
TX001418,44907.53
TX005291,44904.08
TX008321,44902.29
TX002569,44891.12
TX001845,44886.20
TX000397,44882.76
TX009574,44882.27
TX009519,44880.71
TX005630,44878.50
TX008179,44871.83
TX003435,44868.93
TX001848,44865.05
TX003248,44848.51
TX006963,44844.61
TX002997,44840.13
TX001575,44836.22
TX009396,44823.49
TX000196,44821.17
TX009252,44819.44
TX001309,44818.50
TX006392,44817.12
TX008065,44809.61
TX001138,44804.41
TX009121,44804.10
TX000803,44788.49
TX008278,44784.36
TX002578,44783.83
TX003160,44762.70
TX004668,44760.17
TX000553,44760.01
TX008741,44755.99
TX008666,44753.40
TX007105,44748.15
TX008725,44728.93
TX009677,44721.53
TX003990,44720.97
TX007474,44720.58
TX004847,44718.23
TX007173,44712.87
TX000267,44708.76
TX004201,44707.18
TX006468,44705.95
TX007898,44705.90
TX000795,44701.59
TX009204,44701.57
TX008843,44697.31
TX000270,44689.06
TX000015,44676.92
TX003931,44673.38
TX009466,44668.18
TX007361,44667.13
TX007118,44642.61
TX009778,44642.13
TX006435,44640.30
TX008701,44631.10
TX004513,44624.77
TX003004,44624.57
TX003255,44619.72
TX006192,44615.08
TX002159,44613.09
TX007818,44606.43
TX007425,44604.83
TX009576,44587.67
TX000395,44579.03
TX004646,44576.79
TX002700,44570.57
TX006166,44563.55
TX000545,44550.60
TX009618,44550.51
TX005622,44546.44
TX000018,44536.12
TX000420,44534.07
TX001046,44530.62
TX002506,44520.10
TX007748,44495.91
TX000173,44491.22
TX006641,44482.21
TX001678,44481.90
TX004892,44481.06
TX004515,44466.33
TX000762,44463.15
TX006161,44454.03
TX007556,44442.47
TX003601,44431.44
TX005892,44431.16
TX006780,44427.03
TX000262,44423.70
TX003215,44422.03
TX001826,44409.98
TX004672,44406.64
TX003357,44392.89
TX001638,44392.89
TX009859,44392.39
TX006052,44391.67
TX005656,44387.56
TX004519,44381.39
TX006258,44380.35
TX004551,44375.55
TX008898,44373.93
TX002646,44371.73
TX003170,44370.40
TX001171,44367.50
TX002878,44366.53
TX002848,44362.29
TX007136,44360.32
TX009284,44358.37
TX001053,44355.57
TX002244,44353.94
TX007259,44348.58
TX007485,44344.77
TX007478,44344.20
TX001231,44336.85
TX000615,44333.34
TX001440,44329.23
TX002472,44328.28
TX004093,44293.82
TX007254,44281.44
TX002789,44279.82
TX006579,44275.56
TX003859,44272.46
TX006279,44256.06
TX002285,44255.82
TX005254,44253.92
TX000327,44251.48
TX001113,44249.81
TX000454,44246.65
TX005079,44246.06
TX006054,44236.24
TX005399,44232.57
TX006563,44227.56
TX008651,44218.37
TX009796,44217.36
TX008790,44205.84
TX005218,44202.30
TX002250,44201.16
TX008403,44200.09
TX001252,44197.98
TX009104,44197.14
TX009707,44196.97
TX008239,44192.21
TX000725,44186.64
TX002360,44181.09
TX004759,44179.46
TX005989,44163.79
TX002565,44152.95
TX001320,44149.75
TX008449,44142.66
TX003287,44138.60
TX006469,44138.44
TX002728,44134.17
TX004421,44132.62
TX003846,44128.89
TX007150,44125.15
TX005267,44123.21
TX006233,44121.26
TX001885,44118.26
TX002307,44114.73
TX002647,44106.08
TX004259,44094.83
TX007137,44094.04
TX004599,44091.05
TX000297,44080.97
TX000619,44072.71
TX001753,44054.11
TX005262,44038.38
TX005198,44030.89
TX006751,44024.89
TX000139,44020.17
TX008459,44018.70
TX007633,44007.45
TX000176,43978.00
TX001716,43977.08
TX003783,43971.98
TX002533,43971.24
TX001472,43964.11
TX006786,43951.98
TX007144,43946.06
TX000872,43945.17
TX002581,43944.44
TX008994,43938.20
TX002049,43934.64
TX009667,43933.34
TX008281,43932.71
TX005161,43929.97
TX002373,43925.95
TX002273,43922.65
TX005414,43915.47
TX003707,43902.14
TX007152,43902.11
TX009294,43899.19
TX009969,43893.14
TX002974,43889.23
TX004797,43888.62
TX009610,43886.23
TX001686,43880.43
TX006701,43875.70
TX005108,43873.07
TX001589,43863.49
TX007754,43861.10
TX005549,43857.59
TX006496,43851.72
TX007441,43846.92
TX006491,43842.74
TX008450,43840.01
TX004414,43835.69
TX003366,43826.36
TX001574,43822.11
TX005980,43817.92
TX005835,43813.88
TX002022,43811.17
TX006372,43808.38
TX003620,43801.79
TX000655,43801.75
TX008054,43794.03
TX007792,43783.50
TX000742,43768.89
TX006324,43766.09
TX004581,43749.84
TX009060,43748.67
TX006607,43746.49
TX005620,43745.81
TX005231,43743.61
TX006703,43739.00
TX005964,43734.43
TX002749,43733.13
TX003076,43731.93
TX000332,43726.98
TX009076,43725.12
TX002199,43724.58
TX005783,43714.70
TX004783,43701.30
TX006212,43700.18
TX007194,43687.57
TX003009,43685.58
TX000480,43685.36
TX001383,43676.57
TX001168,43667.84
TX000858,43655.52
TX009048,43652.74
TX003075,43637.96
TX008181,43636.28
TX004019,43630.46
TX009501,43628.48
TX003593,43628.22
TX003274,43622.70
TX008400,43620.61
TX005238,43620.07
TX005782,43612.12
TX001016,43610.72
TX006851,43606.37
TX002422,43605.39
TX000931,43601.87
TX008151,43601.35
TX007094,43599.75
TX005293,43599.24
TX004758,43590.33
TX001936,43588.44
TX003963,43582.57
TX007854,43582.56
TX003686,43581.15
TX003924,43580.51
TX003026,43578.62
TX005483,43570.09
TX003790,43568.37
TX006374,43562.36
TX002473,43558.97
TX000288,43552.75
TX001832,43550.71
TX002115,43527.20
TX004743,43527.00
TX009070,43523.64
TX004393,43518.56
TX006091,43517.83
TX007716,43514.47
TX006762,43511.54
TX000338,43504.55
TX001250,43499.00
TX001311,43489.69
TX005363,43479.62
TX006912,43476.59
TX007561,43476.20
TX001332,43470.40
TX007233,43466.68
TX003311,43461.61
TX001027,43453.21
TX008621,43453.19
TX003763,43451.21
TX005299,43450.08
TX000351,43444.85
TX002637,43441.59
TX003836,43441.20
TX000793,43438.05
TX000918,43438.01
TX008998,43428.70
TX001992,43417.55
TX001647,43409.48
TX003122,43389.61
TX005107,43388.86
TX001764,43384.84
TX000511,43383.76
TX006562,43382.89
TX006791,43377.33
TX008698,43376.64
TX000920,43372.57
TX005038,43369.39
TX009635,43363.11
TX009509,43358.27
TX001341,43348.27
TX007751,43345.01
TX007856,43342.29
TX001943,43339.98
TX007964,43338.93
TX006689,43333.81
TX006350,43324.83
TX000413,43320.94
TX000190,43320.53
TX009633,43310.03
TX007936,43309.59
TX008067,43305.93
TX006538,43292.51
TX009695,43288.23
TX003419,43276.88
TX004020,43275.53
TX000859,43265.39
TX003595,43263.62
TX002648,43260.66
TX003121,43251.05
TX004499,43248.37
TX009718,43246.83
TX009416,43244.42
TX003125,43235.56
TX008154,43224.18
TX008853,43221.36
TX004606,43218.67
TX000090,43213.22
TX003678,43213.15
TX004008,43208.63
TX008001,43199.01
TX004512,43192.58
TX008869,43187.77
TX000402,43177.74
TX009183,43175.13
TX005188,43173.46
TX007876,43169.32
TX002357,43168.74
TX002294,43167.26
TX006655,43165.68
TX009823,43163.23
TX001298,43154.66
TX008331,43150.11
TX006873,43141.45
TX000345,43125.39
TX001731,43112.78
TX006322,43105.78
TX008667,43101.40
TX005138,43100.74
TX009085,43099.59
TX003782,43098.41
TX007929,43096.46
TX002653,43095.59
TX000378,43089.80
TX005033,43089.18
TX000268,43085.44
TX008048,43080.76
TX002054,43067.97
TX008375,43065.28
TX000815,43063.30
TX007550,43060.33
TX008384,43055.00
TX000455,43054.38
TX005862,43047.19
TX006508,43046.84
TX006413,43045.57
TX000769,43044.16
TX002211,43043.28
TX004825,43033.32
TX002071,43031.04
TX005301,43025.70
TX007782,43024.01
TX006388,43021.34
TX006086,42997.15
TX007560,42993.62
TX009159,42991.32
TX009277,42991.05
TX008759,42982.15
TX007295,42980.90
TX001547,42977.02
TX008249,42970.92
TX001711,42966.89
TX000435,42965.82
TX000334,42965.72
TX001088,42957.72
TX006756,42955.98
TX002916,42951.93
TX006602,42951.89
TX004993,42942.85
TX007459,42926.37
TX008560,42920.49
TX004507,42919.71
TX009738,42919.51
TX007750,42919.41
TX005994,42918.21
TX008378,42906.37
TX000828,42900.64
TX003541,42885.07
TX005968,42879.97
TX004215,42879.05
TX008825,42878.92
TX000997,42875.27
TX000471,42874.19
TX007832,42874.02
TX008992,42864.18
TX003500,42863.07
TX009739,42858.19
TX002826,42855.70
TX006560,42853.21
TX000559,42847.98
TX005144,42839.30
TX004134,42839.13
TX008460,42839.08
TX004901,42830.04
TX001688,42824.42
